disease_id,disease_name,gene_id,gene_name,,
ds:H00015,Malignant pleural mesothelioma,hsa:3852,"KRT5, CK5, DDD, DDD1, EBS2, K5, KRT5A; keratin 5; K07605 type II keratin, basic",,
ds:H00015,Malignant pleural mesothelioma,hsa:3853,"KRT6A, CK6A, CK6C, CK6D, K6A, K6C, K6D, KRT6C, KRT6D, PC3; keratin 6A; K07605 type II keratin, basic",,
ds:H00015,Malignant pleural mesothelioma,hsa:3854,"KRT6B, CK-6B, CK6B, K6B, KRTL1, PC2, PC4; keratin 6B; K07605 type II keratin, basic",,
ds:H00015,Malignant pleural mesothelioma,hsa:4771,"NF2, ACN, BANF, SCH; neurofibromin 2 (merlin); K16684 merlin",,
ds:H00015,Malignant pleural mesothelioma,hsa:5154,"PDGFA, PDGF-A, PDGF1; platelet-derived growth factor alpha polypeptide; K04359 platelet-derived growth factor subunit A",,
ds:H00015,Malignant pleural mesothelioma,hsa:5155,"PDGFB, IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis; platelet-derived growth factor beta polypeptide; K17386 platelet-derived growth factor subunit B",,
ds:H00015,Malignant pleural mesothelioma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00015,Malignant pleural mesothelioma,hsa:7490,"WT1, AWT1, EWS-WT1, GUD, NPHS4, WAGR, WIT-2, WT33; Wilms tumor 1; K09234 Wilms tumor protein 1",,
ds:H00015,Malignant pleural mesothelioma,hsa:794,"CALB2, CAB29, CAL2, CR; calbindin 2",,
ds:H00016,Oral cancer,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00016,Oral cancer,hsa:1956,"EGFR, ERBB, ERBB1, HER1, PIG61, mENA; epidermal growth factor receptor (EC:2.7.10.1); K04361 epidermal growth factor receptor [EC:2.7.10.1]",,
ds:H00016,Oral cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00016,Oral cancer,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00016,Oral cancer,hsa:4609,"MYC, MRTL, MYCC, bHLHe39, c-Myc; v-myc avian myelocytomatosis viral oncogene homolog; K04377 Myc proto-oncogene protein",,
ds:H00016,Oral cancer,hsa:4893,"NRAS, ALPS4, CMNS, N-ras, NCMS, NRAS1, NS6; neuroblastoma RAS viral (v-ras) oncogene homolog; K07828 GTPase NRas",,
ds:H00016,Oral cancer,hsa:5925,"RB1, OSRC, PPP1R130, RB, p105-Rb, pRb, pp110; retinoblastoma 1; K06618 retinoblastoma-associated protein",,
ds:H00016,Oral cancer,hsa:595,"CCND1, BCL1, D11S287E, PRAD1, U21B31; cyclin D1; K04503 cyclin D1",,
ds:H00016,Oral cancer,hsa:6774,"STAT3, APRF, HIES; signal transducer and activator of transcription 3 (acute-phase response factor); K04692 signal transducer and activator of transcription 3",,
ds:H00016,Oral cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00017,Esophageal cancer,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00017,Esophageal cancer,hsa:1956,"EGFR, ERBB, ERBB1, HER1, PIG61, mENA; epidermal growth factor receptor (EC:2.7.10.1); K04361 epidermal growth factor receptor [EC:2.7.10.1]",,
ds:H00017,Esophageal cancer,hsa:324,"APC, BTPS2, DP2, DP2.5, DP3, GS, PPP1R46; adenomatous polyposis coli; K02085 adenomatosis polyposis coli protein",,
ds:H00017,Esophageal cancer,hsa:355,"FAS, ALPS1A, APO-1, APT1, CD95, FAS1, FASTM, TNFRSF6; Fas cell surface death receptor; K04390 tumor necrosis factor receptor superfamily member 6",,
ds:H00017,Esophageal cancer,hsa:4843,"NOS2, HEP-NOS, INOS, NOS, NOS2A; nitric oxide synthase 2, inducible (EC:1.14.13.39); K13241 nitric-oxide synthase, inducible [EC:1.14.13.39]",,
ds:H00017,Esophageal cancer,hsa:5743,"PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]",,
ds:H00017,Esophageal cancer,hsa:5925,"RB1, OSRC, PPP1R130, RB, p105-Rb, pRb, pp110; retinoblastoma 1; K06618 retinoblastoma-associated protein",,
ds:H00017,Esophageal cancer,hsa:595,"CCND1, BCL1, D11S287E, PRAD1, U21B31; cyclin D1; K04503 cyclin D1",,
ds:H00017,Esophageal cancer,hsa:7039,"TGFA, TFGA; transforming growth factor, alpha; K08774 transforming growth factor, alpha",,
ds:H00017,Esophageal cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00018,Gastric cancer,hsa:1048,"CEACAM5, CD66e, CEA; carcinoembryonic antigen-related cell adhesion molecule 5; K06499 carcinoembryonic antigen-related cell adhesion molecule",,
ds:H00018,Gastric cancer,hsa:1499,"CTNNB1, CTNNB, MRD19, armadillo; catenin (cadherin-associated protein), beta 1, 88kDa; K02105 catenin beta 1",,
ds:H00018,Gastric cancer,hsa:1630,"DCC, CRC18, CRCR1, IGDCC1, MRMV1, NTN1R1; DCC netrin 1 receptor; K06765 deleted in colorectal carcinoma",,
ds:H00018,Gastric cancer,hsa:1950,"EGF, HOMG4, URG; epidermal growth factor; K04357 epidermal growth factor",,
ds:H00018,Gastric cancer,hsa:1956,"EGFR, ERBB, ERBB1, HER1, PIG61, mENA; epidermal growth factor receptor (EC:2.7.10.1); K04361 epidermal growth factor receptor [EC:2.7.10.1]",,
ds:H00018,Gastric cancer,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00018,Gastric cancer,hsa:2263,"FGFR2, BBDS, BEK, BFR-1, CD332, CEK3, CFD1, ECT1, JWS, K-SAM, KGFR, TK14, TK25; fibroblast growth factor receptor 2 (EC:2.7.10.1); K05093 fibroblast growth factor receptor 2 [EC:2.7.10.1]",,
ds:H00018,Gastric cancer,hsa:2277,"FIGF, VEGF-D, VEGFD; c-fos induced growth factor (vascular endothelial growth factor D); K05449 vascular endothelial growth factor C/D",,
ds:H00018,Gastric cancer,hsa:324,"APC, BTPS2, DP2, DP2.5, DP3, GS, PPP1R46; adenomatous polyposis coli; K02085 adenomatosis polyposis coli protein",,
ds:H00018,Gastric cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00018,Gastric cancer,hsa:4233,"MET, AUTS9, HGFR, RCCP2, c-Met; MET proto-oncogene, receptor tyrosine kinase (EC:2.7.10.1); K05099 proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]",,
ds:H00018,Gastric cancer,hsa:596,"BCL2, Bcl-2, PPP1R50; B-cell CLL/lymphoma 2; K02161 apoptosis regulator BCL-2",,
ds:H00018,Gastric cancer,hsa:7039,"TGFA, TFGA; transforming growth factor, alpha; K08774 transforming growth factor, alpha",,
ds:H00018,Gastric cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00018,Gastric cancer,hsa:7422,"VEGFA, MVCD1, VEGF, VPF; vascular endothelial growth factor A; K05448 vascular endothelial growth factor A",,
ds:H00018,Gastric cancer,hsa:7423,"VEGFB, VEGFL, VRF; vascular endothelial growth factor B; K16858 vascular endothelial growth factor B",,
ds:H00018,Gastric cancer,hsa:7424,"VEGFC, Flt4-L, LMPH1D, VRP; vascular endothelial growth factor C; K05449 vascular endothelial growth factor C/D",,
ds:H00018,Gastric cancer,hsa:898,"CCNE1, CCNE; cyclin E1; K06626 cyclin E",,
ds:H00018,Gastric cancer,hsa:9134,"CCNE2, CYCE2; cyclin E2; K06626 cyclin E",,
ds:H00018,Gastric cancer,hsa:960,"CD44, CDW44, CSPG8, ECMR-III, HCELL, HUTCH-I, IN, LHR, MC56, MDU2, MDU3, MIC4, Pgp1; CD44 molecule (Indian blood group); K06256 CD44 antigen",,
ds:H00018,Gastric cancer,hsa:999,"CDH1, Arc-1, CD324, CDHE, ECAD, LCAM, UVO; cadherin 1, type 1, E-cadherin (epithelial); K05689 cadherin 1, type 1, E-cadherin",,
ds:H00019,Pancreatic cancer,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00019,Pancreatic cancer,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00019,Pancreatic cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00019,Pancreatic cancer,hsa:4089,"SMAD4, DPC4, JIP, MADH4, MYHRS; SMAD family member 4; K04501 mothers against decapentaplegic homolog 4",,
ds:H00019,Pancreatic cancer,hsa:6696,"SPP1, BNSP, BSPI, ETA-1, OPN; secreted phosphoprotein 1; K06250 secreted phosphoprotein 1",,
ds:H00019,Pancreatic cancer,hsa:675,"BRCA2, BRCC2, BROVCA2, FACD, FAD, FAD1, FANCD, FANCD1, GLM3, PNCA2; breast cancer 2, early onset; K08775 breast cancer 2 susceptibility protein",,
ds:H00019,Pancreatic cancer,hsa:6794,"STK11, LKB1, PJS, hLKB1; serine/threonine kinase 11 (EC:2.7.11.1); K07298 serine/threonine-protein kinase 11",,
ds:H00019,Pancreatic cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00019,Pancreatic cancer,hsa:9518,"GDF15, GDF-15, MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB; growth differentiation factor 15; K05504 growth differentiation factor 15",,
ds:H00020,Colorectal cancer,hsa:10297,"APC2, APCL; adenomatosis polyposis coli 2; K02085 adenomatosis polyposis coli protein",,
ds:H00020,Colorectal cancer,hsa:1499,"CTNNB1, CTNNB, MRD19, armadillo; catenin (cadherin-associated protein), beta 1, 88kDa; K02105 catenin beta 1",,
ds:H00020,Colorectal cancer,hsa:1630,"DCC, CRC18, CRCR1, IGDCC1, MRMV1, NTN1R1; DCC netrin 1 receptor; K06765 deleted in colorectal carcinoma",,
ds:H00020,Colorectal cancer,hsa:2956,"MSH6, GTBP, GTMBP, HNPCC5, HSAP, p160; mutS homolog 6; K08737 DNA mismatch repair protein MSH6",,
ds:H00020,Colorectal cancer,hsa:3039,"HBA1, HBA-T3, HBH; hemoglobin, alpha 1; K13822 hemoglobin subunit alpha",,
ds:H00020,Colorectal cancer,hsa:3040,"HBA2, HBA-T2, HBH; hemoglobin, alpha 2; K13822 hemoglobin subunit alpha",,
ds:H00020,Colorectal cancer,hsa:3043,"HBB, CD113t-C, beta-globin; hemoglobin, beta; K13823 hemoglobin subunit beta",,
ds:H00020,Colorectal cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00020,Colorectal cancer,hsa:4087,"SMAD2, JV18, JV18-1, MADH2, MADR2, hMAD-2, hSMAD2; SMAD family member 2; K04500 mothers against decapentaplegic homolog 2/3",,
ds:H00020,Colorectal cancer,hsa:4089,"SMAD4, DPC4, JIP, MADH4, MYHRS; SMAD family member 4; K04501 mothers against decapentaplegic homolog 4",,
ds:H00020,Colorectal cancer,hsa:4292,"MLH1, COCA2, FCC2, HNPCC, HNPCC2, hMLH1; mutL homolog 1; K08734 DNA mismatch repair protein MLH1",,
ds:H00020,Colorectal cancer,hsa:4436,"MSH2, COCA1, FCC1, HNPCC, HNPCC1, LCFS2; mutS homolog 2; K08735 DNA mismatch repair protein MSH2",,
ds:H00020,Colorectal cancer,hsa:4437,"MSH3, DUP, MRP1; mutS homolog 3; K08736 DNA mismatch repair protein MSH3",,
ds:H00020,Colorectal cancer,hsa:581,"BAX, BCL2L4; BCL2-associated X protein; K02159 apoptosis regulator BAX",,
ds:H00020,Colorectal cancer,hsa:7048,"TGFBR2, AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TGFR-2, TGFbeta-RII; transforming growth factor, beta receptor II (70/80kDa) (EC:2.7.11.30); K04388 TGF-beta receptor type-2 [EC:2.7.11.30]",,
ds:H00020,Colorectal cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00021,Renal cell carcinoma,hsa:201163,"FLCN, BHD, FLCL; folliculin; K09594 folliculin",,
ds:H00021,Renal cell carcinoma,hsa:2271,"FH, HLRCC, LRCC, MCL, MCUL1; fumarate hydratase (EC:4.2.1.2); K01679 fumarate hydratase, class II [EC:4.2.1.2]",,
ds:H00021,Renal cell carcinoma,hsa:2277,"FIGF, VEGF-D, VEGFD; c-fos induced growth factor (vascular endothelial growth factor D); K05449 vascular endothelial growth factor C/D",,
ds:H00021,Renal cell carcinoma,hsa:2934,"GSN, ADF, AGEL; gelsolin; K05768 gelsolin",,
ds:H00021,Renal cell carcinoma,hsa:4233,"MET, AUTS9, HGFR, RCCP2, c-Met; MET proto-oncogene, receptor tyrosine kinase (EC:2.7.10.1); K05099 proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]",,
ds:H00021,Renal cell carcinoma,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00021,Renal cell carcinoma,hsa:5546,"PRCC, RCCP1, TPRC; papillary renal cell carcinoma (translocation-associated); K13105 proline-rich protein PRCC",,
ds:H00021,Renal cell carcinoma,hsa:7030,"TFE3, RCCP2, RCCX1, TFEA, bHLHe33; transcription factor binding to IGHM enhancer 3; K09105 transcription factor E3",,
ds:H00021,Renal cell carcinoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00021,Renal cell carcinoma,hsa:7422,"VEGFA, MVCD1, VEGF, VPF; vascular endothelial growth factor A; K05448 vascular endothelial growth factor A",,
ds:H00021,Renal cell carcinoma,hsa:7423,"VEGFB, VEGFL, VRF; vascular endothelial growth factor B; K16858 vascular endothelial growth factor B",,
ds:H00021,Renal cell carcinoma,hsa:7424,"VEGFC, Flt4-L, LMPH1D, VRP; vascular endothelial growth factor C; K05449 vascular endothelial growth factor C/D",,
ds:H00021,Renal cell carcinoma,hsa:7428,"VHL, HRCA1, RCA1, VHL1, pVHL; von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase; K03871 von Hippel-Lindau disease tumor supressor",,
ds:H00021,Renal cell carcinoma,hsa:7431,"VIM, CTRCT30, HEL113; vimentin; K07606 vimentin",,
ds:H00021,Renal cell carcinoma,hsa:768,"CA9, CAIX, MN; carbonic anhydrase IX (EC:4.2.1.1); K01672 carbonic anhydrase [EC:4.2.1.1]",,
ds:H00021,Renal cell carcinoma,hsa:771,"CA12, CAXII, HsT18816; carbonic anhydrase XII (EC:4.2.1.1); K01672 carbonic anhydrase [EC:4.2.1.1]",,
ds:H00021,Renal cell carcinoma,hsa:960,"CD44, CDW44, CSPG8, ECMR-III, HCELL, HUTCH-I, IN, LHR, MC56, MDU2, MDU3, MIC4, Pgp1; CD44 molecule (Indian blood group); K06256 CD44 antigen",,
ds:H00022,Bladder cancer,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00022,Bladder cancer,hsa:1048,"CEACAM5, CD66e, CEA; carcinoembryonic antigen-related cell adhesion molecule 5; K06499 carcinoembryonic antigen-related cell adhesion molecule",,
ds:H00022,Bladder cancer,hsa:10724,"MGEA5, MEA5, NCOAT, OGA; meningioma expressed antigen 5 (hyaluronidase) (EC:2.3.1.48 3.2.1.169); K15719 protein O-GlcNAcase / histone acetyltransferase [EC:3.2.1.169 2.3.1.48]",,
ds:H00022,Bladder cancer,hsa:10877,"CFHR4, CFHL4, FHR-4, FHR4; complement factor H-related 4",,
ds:H00022,Bladder cancer,hsa:10878,"CFHR3, CFHL3, DOWN16, FHR-3, FHR3, HLF4; complement factor H-related 3",,
ds:H00022,Bladder cancer,hsa:11186,"RASSF1, 123F2, NORE2A, RASSF1A, RDA32, REH3P21; Ras association (RalGDS/AF-6) domain family member 1; K09850 Ras association domain-containing protein 1",,
ds:H00022,Bladder cancer,hsa:1612,"DAPK1, DAPK; death-associated protein kinase 1 (EC:2.7.11.1); K08803 death-associated protein kinase [EC:2.7.11.1]",,
ds:H00022,Bladder cancer,hsa:1956,"EGFR, ERBB, ERBB1, HER1, PIG61, mENA; epidermal growth factor receptor (EC:2.7.10.1); K04361 epidermal growth factor receptor [EC:2.7.10.1]",,
ds:H00022,Bladder cancer,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00022,Bladder cancer,hsa:2261,"FGFR3, ACH, CD333, CEK2, HSFGFR3EX, JTK4; fibroblast growth factor receptor 3 (EC:2.7.10.1); K05094 fibroblast growth factor receptor 3 [EC:2.7.10.1]",,
ds:H00022,Bladder cancer,hsa:3039,"HBA1, HBA-T3, HBH; hemoglobin, alpha 1; K13822 hemoglobin subunit alpha",,
ds:H00022,Bladder cancer,hsa:3040,"HBA2, HBA-T2, HBH; hemoglobin, alpha 2; K13822 hemoglobin subunit alpha",,
ds:H00022,Bladder cancer,hsa:3043,"HBB, CD113t-C, beta-globin; hemoglobin, beta; K13823 hemoglobin subunit beta",,
ds:H00022,Bladder cancer,hsa:3075,"CFH, AHUS1, AMBP1, ARMD4, ARMS1, CFHL3, FH, FHL1, HF, HF1, HF2, HUS; complement factor H (EC:4.2.1.2); K04004 complement factor H",,
ds:H00022,Bladder cancer,hsa:3078,"CFHR1, CFHL, CFHL1, CFHL1P, CFHR1P, FHR1, H36-1, H36-2, HFL1, HFL2; complement factor H-related 1",,
ds:H00022,Bladder cancer,hsa:3080,"CFHR2, CFHL2, FHR2, HFL3; complement factor H-related 2",,
ds:H00022,Bladder cancer,hsa:3265,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",,
ds:H00022,Bladder cancer,hsa:332,"BIRC5, API4, EPR-1; baculoviral IAP repeat containing 5; K08731 baculoviral IAP repeat-containing protein 5",,
ds:H00022,Bladder cancer,hsa:3856,"KRT8, CARD2, CK-8, CK8, CYK8, K2C8, K8, KO; keratin 8; K07605 type II keratin, basic",,
ds:H00022,Bladder cancer,hsa:3875,"KRT18, CYK18, K18; keratin 18; K07604 type I keratin, acidic",,
ds:H00022,Bladder cancer,hsa:3880,"KRT19, CK19, K19, K1CS; keratin 19; K07604 type I keratin, acidic",,
ds:H00022,Bladder cancer,hsa:4926,"NUMA1, NUMA; nuclear mitotic apparatus protein 1; K16808 nuclear mitotic apparatus protein 1",,
ds:H00022,Bladder cancer,hsa:54474,"KRT20, CD20, CK-20, CK20, K20, KRT21; keratin 20; K07604 type I keratin, acidic",,
ds:H00022,Bladder cancer,hsa:5925,"RB1, OSRC, PPP1R130, RB, p105-Rb, pRb, pp110; retinoblastoma 1; K06618 retinoblastoma-associated protein",,
ds:H00022,Bladder cancer,hsa:7015,"TERT, CMM9, DKCA2, DKCB4, EST2, PFBMFT1, TCS1, TP2, TRT, hEST2, hTRT; telomerase reverse transcriptase (EC:2.7.7.49); K11126 telomerase reverse transcriptase [EC:2.7.7.49]",,
ds:H00022,Bladder cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00022,Bladder cancer,hsa:81494,"CFHR5, CFHL5, CFHR5D, FHR-5, FHR5; complement factor H-related 5",,
ds:H00023,Testicular cancer,hsa:1082,"CGB, CGB3, CGB5, CGB7, CGB8, hCGB; chorionic gonadotropin, beta polypeptide; K10045 chorionic gonadotropin, beta polypeptide",,
ds:H00023,Testicular cancer,hsa:174,"AFP, FETA, HPAFP; alpha-fetoprotein; K16144 alpha-fetoprotein",,
ds:H00023,Testicular cancer,hsa:197257,"LDHD, DLD; lactate dehydrogenase D (EC:1.1.2.4); K00102 D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]",,
ds:H00023,Testicular cancer,hsa:251,"ALPPL2, ALPG, ALPPL, GCAP; alkaline phosphatase, placental-like 2 (EC:3.1.3.1); K01077 alkaline phosphatase [EC:3.1.3.1]",,
ds:H00023,Testicular cancer,hsa:3815,"KIT, C-Kit, CD117, PBT, SCFR; v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog (EC:2.7.10.1); K05091 proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]",,
ds:H00023,Testicular cancer,hsa:3939,"LDHA, GSD11, HEL-S-133P, LDH1, LDHM; lactate dehydrogenase A (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00023,Testicular cancer,hsa:3945,"LDHB, HEL-S-281, LDH-B, LDH-H, LDHBD, TRG-5; lactate dehydrogenase B (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00023,Testicular cancer,hsa:3948,"LDHC, CT32, LDH3, LDHX; lactate dehydrogenase C (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00023,Testicular cancer,hsa:5460,"POU5F1, OCT3, OCT4, OTF-3, OTF3, OTF4, Oct-3, Oct-4; POU class 5 homeobox 1; K09367 POU domain transcription factor, class 5",,
ds:H00023,Testicular cancer,hsa:894,"CCND2, KIAK0002, MPPH3; cyclin D2; K10151 cyclin D2",,
ds:H00024,Prostate cancer,hsa:1027,"CDKN1B, CDKN4, KIP1, MEN1B, MEN4, P27KIP1; cyclin-dependent kinase inhibitor 1B (p27, Kip1); K06624 cyclin-dependent kinase inhibitor 1B",,
ds:H00024,Prostate cancer,hsa:1655,"DDX5, G17P1, HLR1, HUMP68, p68; DEAD (Asp-Glu-Ala-Asp) box helicase 5 (EC:3.6.4.13); K12823 ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]",,
ds:H00024,Prostate cancer,hsa:2005,"ELK4, SAP1; ELK4, ETS-domain protein (SRF accessory protein 1); K04376 ETS domain-containing protein Elk-4",,
ds:H00024,Prostate cancer,hsa:2078,"ERG, erg-3, p55; v-ets avian erythroblastosis virus E26 oncogene homolog; K09435 transcriptional regulator ERG",,
ds:H00024,Prostate cancer,hsa:2115,"ETV1, ER81; ets variant 1; K09431 ets translocation variant 1",,
ds:H00024,Prostate cancer,hsa:2118,"ETV4, E1A-F, E1AF, PEA3, PEAS3; ets variant 4; K15592 ets translocation variant 4",,
ds:H00024,Prostate cancer,hsa:2119,"ETV5, ERM; ets variant 5; K15593 ets translocation variant 5",,
ds:H00024,Prostate cancer,hsa:23600,"AMACR, AMACRD, CBAS4, RACE, RM; alpha-methylacyl-CoA racemase (EC:5.1.99.4); K01796 alpha-methylacyl-CoA racemase [EC:5.1.99.4]",,
ds:H00024,Prostate cancer,hsa:2950,"GSTP1, DFN7, FAEES3, GST3, GSTP, HEL-S-22, PI; glutathione S-transferase pi 1 (EC:2.5.1.18); K00799 glutathione S-transferase [EC:2.5.1.18]",,
ds:H00024,Prostate cancer,hsa:354,"KLK3, APS, KLK2A1, PSA, hK3; kallikrein-related peptidase 3 (EC:3.4.21.77); K01351 semenogelase [EC:3.4.21.77]",,
ds:H00024,Prostate cancer,hsa:367,"AR, AIS, DHTR, HUMARA, HYSP1, KD, NR3C4, SBMA, SMAX1, TFM; androgen receptor; K08557 androgen receptor",,
ds:H00024,Prostate cancer,hsa:4824,"NKX3-1, BAPX2, NKX3, NKX3.1, NKX3A; NK3 homeobox 1; K09348 homeobox protein Nkx-3.1",,
ds:H00024,Prostate cancer,hsa:5728,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",,
ds:H00024,Prostate cancer,hsa:7015,"TERT, CMM9, DKCA2, DKCB4, EST2, PFBMFT1, TCS1, TP2, TRT, hEST2, hTRT; telomerase reverse transcriptase (EC:2.7.7.49); K11126 telomerase reverse transcriptase [EC:2.7.7.49]",,
ds:H00024,Prostate cancer,hsa:7113,"TMPRSS2, PP9284, PRSS10; transmembrane protease, serine 2 (EC:3.4.21.-); K09633 transmembrane protease, serine 2",,
ds:H00024,Prostate cancer,hsa:85414,"SLC45A3, IPCA-2, IPCA-6, IPCA-8, IPCA6, PCANAP2, PCANAP6, PCANAP8, PRST; solute carrier family 45, member 3; K15379 solute carrier family 45, member 3",,
ds:H00025,Penile cancer,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00025,Penile cancer,hsa:3265,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",,
ds:H00025,Penile cancer,hsa:4193,"MDM2, ACTFS, HDMX, hdm2; MDM2 proto-oncogene, E3 ubiquitin protein ligase; K06643 E3 ubiquitin-protein ligase Mdm2 [EC:6.3.2.19]",,
