gene,name,bp
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_284>,"ANGPT1, AGP1, AGPT, ANG1; angiopoietin 1; K05465 angiopoietin 1",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_285>,"ANGPT2, AGPT2, ANG2; angiopoietin 2; K05466 angiopoietin 2",<http://www.geneontology.org/go#GO_0016525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_285>,"ANGPT2, AGPT2, ANG2; angiopoietin 2; K05466 angiopoietin 2",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_285>,"ANGPT2, AGPT2, ANG2; angiopoietin 2; K05466 angiopoietin 2",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_2902>,"GRIN1, GluN1, MRD8, NMDA1, NMDAR1, NR1; glutamate receptor, ionotropic, N-methyl D-aspartate 1; K05208 glutamate receptor ionotropic, NMDA 1",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_2903>,"GRIN2A, EPND, FESD, GluN2A, LKS, NMDAR2A, NR2A; glutamate receptor, ionotropic, N-methyl D-aspartate 2A; K05209 glutamate receptor ionotropic, NMDA 2A",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_2932>,GSK3B; glycogen synthase kinase 3 beta (EC:2.7.11.1 2.7.11.26); K03083 glycogen synthase kinase 3 beta [EC:2.7.11.26],<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_2932>,GSK3B; glycogen synthase kinase 3 beta (EC:2.7.11.1 2.7.11.26); K03083 glycogen synthase kinase 3 beta [EC:2.7.11.26],<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_2950>,"GSTP1, DFN7, FAEES3, GST3, GSTP, HEL-S-22, PI; glutathione S-transferase pi 1 (EC:2.5.1.18); K00799 glutathione S-transferase [EC:2.5.1.18]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3065>,"HDAC1, GON-10, HD1, RPD3, RPD3L1; histone deacetylase 1 (EC:3.5.1.98); K06067 histone deacetylase 1/2 [EC:3.5.1.98]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3065>,"HDAC1, GON-10, HD1, RPD3, RPD3L1; histone deacetylase 1 (EC:3.5.1.98); K06067 histone deacetylase 1/2 [EC:3.5.1.98]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3066>,"HDAC2, HD2, RPD3, YAF1; histone deacetylase 2 (EC:3.5.1.98); K06067 histone deacetylase 1/2 [EC:3.5.1.98]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3066>,"HDAC2, HD2, RPD3, YAF1; histone deacetylase 2 (EC:3.5.1.98); K06067 histone deacetylase 1/2 [EC:3.5.1.98]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3082>,"HGF, DFNB39, F-TCF, HGFB, HPTA, SF; hepatocyte growth factor (hepapoietin A; scatter factor); K05460 hepatocyte growth factor",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3082>,"HGF, DFNB39, F-TCF, HGFB, HPTA, SF; hepatocyte growth factor (hepapoietin A; scatter factor); K05460 hepatocyte growth factor",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3082>,"HGF, DFNB39, F-TCF, HGFB, HPTA, SF; hepatocyte growth factor (hepapoietin A; scatter factor); K05460 hepatocyte growth factor",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3084>,"NRG1, ARIA, GGF, GGF2, HGL, HRG, HRG1, HRGA, MST131, MSTP131, NDF, NRG1-IT2, SMDF; neuregulin 1; K05455 neuregulin 1",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3091>,"HIF1A, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78; hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor); K08268 hypoxia-inducible factor 1 alpha",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3091>,"HIF1A, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78; hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor); K08268 hypoxia-inducible factor 1 alpha",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3091>,"HIF1A, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78; hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor); K08268 hypoxia-inducible factor 1 alpha",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3091>,"HIF1A, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78; hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor); K08268 hypoxia-inducible factor 1 alpha",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3164>,"NR4A1, GFRP1, HMR, N10, NAK-1, NGFIB, NP10, NUR77, TR3; nuclear receptor subfamily 4, group A, member 1; K04465 nuclear receptor subfamily 4 group A member 1",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3164>,"NR4A1, GFRP1, HMR, N10, NAK-1, NGFIB, NP10, NUR77, TR3; nuclear receptor subfamily 4, group A, member 1; K04465 nuclear receptor subfamily 4 group A member 1",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_317>,"APAF1, APAF-1, CED4; apoptotic peptidase activating factor 1; K02084 apoptotic protease-activating factor",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_317>,"APAF1, APAF-1, CED4; apoptotic peptidase activating factor 1; K02084 apoptotic protease-activating factor",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_317>,"APAF1, APAF-1, CED4; apoptotic peptidase activating factor 1; K02084 apoptotic protease-activating factor",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_324>,"APC, BTPS2, DP2, DP2.5, DP3, GS, PPP1R46; adenomatous polyposis coli; K02085 adenomatosis polyposis coli protein",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_324>,"APC, BTPS2, DP2, DP2.5, DP3, GS, PPP1R46; adenomatous polyposis coli; K02085 adenomatosis polyposis coli protein",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_324>,"APC, BTPS2, DP2, DP2.5, DP3, GS, PPP1R46; adenomatous polyposis coli; K02085 adenomatosis polyposis coli protein",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_324>,"APC, BTPS2, DP2, DP2.5, DP3, GS, PPP1R46; adenomatous polyposis coli; K02085 adenomatosis polyposis coli protein",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3265>,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3265>,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3265>,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3265>,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_329>,"BIRC2, API1, HIAP2, Hiap-2, MIHB, RNF48, c-IAP1, cIAP1; baculoviral IAP repeat containing 2; K16060 baculoviral IAP repeat-containing protein 2/3",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_329>,"BIRC2, API1, HIAP2, Hiap-2, MIHB, RNF48, c-IAP1, cIAP1; baculoviral IAP repeat containing 2; K16060 baculoviral IAP repeat-containing protein 2/3",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_329>,"BIRC2, API1, HIAP2, Hiap-2, MIHB, RNF48, c-IAP1, cIAP1; baculoviral IAP repeat containing 2; K16060 baculoviral IAP repeat-containing protein 2/3",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_329>,"BIRC2, API1, HIAP2, Hiap-2, MIHB, RNF48, c-IAP1, cIAP1; baculoviral IAP repeat containing 2; K16060 baculoviral IAP repeat-containing protein 2/3",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_330>,"BIRC3, AIP1, API2, CIAP2, HAIP1, HIAP1, MALT2, MIHC, RNF49, c-IAP2; baculoviral IAP repeat containing 3; K16060 baculoviral IAP repeat-containing protein 2/3",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_330>,"BIRC3, AIP1, API2, CIAP2, HAIP1, HIAP1, MALT2, MIHC, RNF49, c-IAP2; baculoviral IAP repeat containing 3; K16060 baculoviral IAP repeat-containing protein 2/3",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_330>,"BIRC3, AIP1, API2, CIAP2, HAIP1, HIAP1, MALT2, MIHC, RNF49, c-IAP2; baculoviral IAP repeat containing 3; K16060 baculoviral IAP repeat-containing protein 2/3",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_331>,"XIAP, API3, BIRC4, IAP-3, ILP1, MIHA, XLP2, hIAP-3, hIAP3; X-linked inhibitor of apoptosis; K04725 E3 ubiquitin-protein ligase XIAP",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_331>,"XIAP, API3, BIRC4, IAP-3, ILP1, MIHA, XLP2, hIAP-3, hIAP3; X-linked inhibitor of apoptosis; K04725 E3 ubiquitin-protein ligase XIAP",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_331>,"XIAP, API3, BIRC4, IAP-3, ILP1, MIHA, XLP2, hIAP-3, hIAP3; X-linked inhibitor of apoptosis; K04725 E3 ubiquitin-protein ligase XIAP",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_332>,"BIRC5, API4, EPR-1; baculoviral IAP repeat containing 5; K08731 baculoviral IAP repeat-containing protein 5",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_332>,"BIRC5, API4, EPR-1; baculoviral IAP repeat containing 5; K08731 baculoviral IAP repeat-containing protein 5",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_332>,"BIRC5, API4, EPR-1; baculoviral IAP repeat containing 5; K08731 baculoviral IAP repeat-containing protein 5",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3371>,"TNC, 150-225, DFNA56, GMEM, GP, HXB, JI, TN, TN-C; tenascin C; K06252 tenascin",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3440>,"IFNA2, IFN-alphaA, IFNA, IFNA2B, INFA2; interferon, alpha 2; K05414 interferon alpha",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3455>,"IFNAR2, IFN-R, IFN-alpha-REC, IFNABR, IFNARB; interferon (alpha, beta and omega) receptor 2; K05131 interferon receptor 2",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3479>,"IGF1, IGF-I, IGF1A, IGFI; insulin-like growth factor 1 (somatomedin C); K05459 insulin-like growth factor 1",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3479>,"IGF1, IGF-I, IGF1A, IGFI; insulin-like growth factor 1 (somatomedin C); K05459 insulin-like growth factor 1",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3479>,"IGF1, IGF-I, IGF1A, IGFI; insulin-like growth factor 1 (somatomedin C); K05459 insulin-like growth factor 1",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3479>,"IGF1, IGF-I, IGF1A, IGFI; insulin-like growth factor 1 (somatomedin C); K05459 insulin-like growth factor 1",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3480>,"IGF1R, CD221, IGFIR, IGFR, JTK13; insulin-like growth factor 1 receptor (EC:2.7.10.1); K05087 insulin-like growth factor 1 receptor [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3480>,"IGF1R, CD221, IGFIR, IGFR, JTK13; insulin-like growth factor 1 receptor (EC:2.7.10.1); K05087 insulin-like growth factor 1 receptor [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_354>,"KLK3, APS, KLK2A1, PSA, hK3; kallikrein-related peptidase 3 (EC:3.4.21.77); K01351 semenogelase [EC:3.4.21.77]",<http://www.geneontology.org/go#GO_0016525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_355>,"FAS, ALPS1A, APO-1, APT1, CD95, FAS1, FASTM, TNFRSF6; Fas cell surface death receptor; K04390 tumor necrosis factor receptor superfamily member 6",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_355>,"FAS, ALPS1A, APO-1, APT1, CD95, FAS1, FASTM, TNFRSF6; Fas cell surface death receptor; K04390 tumor necrosis factor receptor superfamily member 6",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_355>,"FAS, ALPS1A, APO-1, APT1, CD95, FAS1, FASTM, TNFRSF6; Fas cell surface death receptor; K04390 tumor necrosis factor receptor superfamily member 6",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_355>,"FAS, ALPS1A, APO-1, APT1, CD95, FAS1, FASTM, TNFRSF6; Fas cell surface death receptor; K04390 tumor necrosis factor receptor superfamily member 6",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3551>,"IKBKB, IKK-beta, IKK2, IKKB, IMD15, NFKBIKB; inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta (EC:2.7.11.10); K07209 inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3552>,"IL1A, IL-1A, IL1, IL1-ALPHA, IL1F1; interleukin 1, alpha; K04383 interleukin 1 alpha",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3552>,"IL1A, IL-1A, IL1, IL1-ALPHA, IL1F1; interleukin 1, alpha; K04383 interleukin 1 alpha",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3552>,"IL1A, IL-1A, IL1, IL1-ALPHA, IL1F1; interleukin 1, alpha; K04383 interleukin 1 alpha",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3552>,"IL1A, IL-1A, IL1, IL1-ALPHA, IL1F1; interleukin 1, alpha; K04383 interleukin 1 alpha",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3553>,"IL1B, IL-1, IL1-BETA, IL1F2; interleukin 1, beta; K04519 interleukin 1 beta",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3553>,"IL1B, IL-1, IL1-BETA, IL1F2; interleukin 1, beta; K04519 interleukin 1 beta",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3553>,"IL1B, IL-1, IL1-BETA, IL1F2; interleukin 1, beta; K04519 interleukin 1 beta",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3558>,"IL2, IL-2, TCGF, lymphokine; interleukin 2; K05429 interleukin 2",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3558>,"IL2, IL-2, TCGF, lymphokine; interleukin 2; K05429 interleukin 2",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3559>,"IL2RA, CD25, IDDM10, IL2R, TCGFR, p55; interleukin 2 receptor, alpha; K05068 interleukin 2 receptor alpha",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3559>,"IL2RA, CD25, IDDM10, IL2R, TCGFR, p55; interleukin 2 receptor, alpha; K05068 interleukin 2 receptor alpha",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_356>,"FASLG, ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6; Fas ligand (TNF superfamily, member 6); K04389 tumor necrosis factor ligand superfamily member 6",<http://www.geneontology.org/go#GO_0016525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_356>,"FASLG, ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6; Fas ligand (TNF superfamily, member 6); K04389 tumor necrosis factor ligand superfamily member 6",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_356>,"FASLG, ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6; Fas ligand (TNF superfamily, member 6); K04389 tumor necrosis factor ligand superfamily member 6",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_356>,"FASLG, ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6; Fas ligand (TNF superfamily, member 6); K04389 tumor necrosis factor ligand superfamily member 6",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3560>,"IL2RB, CD122, IL15RB, P70-75; interleukin 2 receptor, beta; K05069 interleukin 2 receptor beta",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3562>,"IL3, IL-3, MCGF, MULTI-CSF; interleukin 3; K04736 interleukin 3",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3565>,"IL4, BCGF-1, BCGF1, BSF-1, BSF1, IL-4; interleukin 4; K05430 interleukin 4",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3565>,"IL4, BCGF-1, BCGF1, BSF-1, BSF1, IL-4; interleukin 4; K05430 interleukin 4",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3566>,"IL4R, CD124, IL-4RA, IL4RA; interleukin 4 receptor; K05071 interleukin 4 receptor",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3569>,"IL6, BSF2, HGF, HSF, IFNB2, IL-6; interleukin 6; K05405 interleukin 6",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3569>,"IL6, BSF2, HGF, HSF, IFNB2, IL-6; interleukin 6; K05405 interleukin 6",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3569>,"IL6, BSF2, HGF, HSF, IFNB2, IL-6; interleukin 6; K05405 interleukin 6",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3569>,"IL6, BSF2, HGF, HSF, IFNB2, IL-6; interleukin 6; K05405 interleukin 6",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3569>,"IL6, BSF2, HGF, HSF, IFNB2, IL-6; interleukin 6; K05405 interleukin 6",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3569>,"IL6, BSF2, HGF, HSF, IFNB2, IL-6; interleukin 6; K05405 interleukin 6",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3569>,"IL6, BSF2, HGF, HSF, IFNB2, IL-6; interleukin 6; K05405 interleukin 6",<http://www.geneontology.org/go#GO_0045765>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3570>,"IL6R, CD126, IL-6R-1, IL-6RA, IL6Q, IL6RA, IL6RQ, gp80; interleukin 6 receptor; K05055 interleukin 6 receptor",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3574>,"IL7, IL-7; interleukin 7; K05431 interleukin 7",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3574>,"IL7, IL-7; interleukin 7; K05431 interleukin 7",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3576>,"CXCL8, GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1; chemokine (C-X-C motif) ligand 8; K10030 interleukin 8",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3576>,"CXCL8, GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1; chemokine (C-X-C motif) ligand 8; K10030 interleukin 8",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3576>,"CXCL8, GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1; chemokine (C-X-C motif) ligand 8; K10030 interleukin 8",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3630>,"INS, IDDM1, IDDM2, ILPR, IRDN, MODY10; insulin; K04526 insulin",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3643>,"INSR, CD220, HHF5; insulin receptor (EC:2.7.10.1); K04527 insulin receptor [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3654>,"IRAK1, IRAK, pelle; interleukin-1 receptor-associated kinase 1 (EC:2.7.11.1); K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3655>,"ITGA6, CD49f, ITGA6B, VLA-6; integrin, alpha 6; K06485 integrin alpha 6",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3667>,"IRS1, HIRS-1; insulin receptor substrate 1; K16172 insulin receptor substrate 1",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_367>,"AR, AIS, DHTR, HUMARA, HYSP1, KD, NR3C4, SBMA, SMAX1, TFM; androgen receptor; K08557 androgen receptor",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_367>,"AR, AIS, DHTR, HUMARA, HYSP1, KD, NR3C4, SBMA, SMAX1, TFM; androgen receptor; K08557 androgen receptor",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3672>,"ITGA1, CD49a, VLA1; integrin, alpha 1; K06480 integrin alpha 1",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3673>,"ITGA2, BR, CD49B, GPIa, HPA-5, VLA-2, VLAA2; integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor); K06481 integrin alpha 2",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3678>,"ITGA5, CD49e, FNRA, VLA5A; integrin, alpha 5 (fibronectin receptor, alpha polypeptide); K06484 integrin alpha 5",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3685>,"ITGAV, CD51, MSK8, VNRA, VTNR; integrin, alpha V; K06487 integrin alpha V",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_3685>,"ITGAV, CD51, MSK8, VNRA, VTNR; integrin, alpha V; K06487 integrin alpha V",<http://www.geneontology.org/go#GO_0001525>
